folder,doi,publisher,crossref_license,unpaywall_license,oa_status,classification,reason
10.1371_journal.pntd.0007339,10.1371/journal.pntd.0007339,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0056833,10.1371/journal.pone.0056833,PLOS,CC0,CC-BY,gold,GREEN,"CC0 (open, redistributable + derivatives)"
10.1155_2015_630168,10.1155/2015_630168,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2020_8828456,10.1155/2020_8828456,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2022_5673435,10.1155/2022_5673435,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2012_483471,10.1155/2012_483471,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2020_5450628,10.1155/2020_5450628,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2013_390194,10.1155/2013_390194,Hindawi,proprietary,CC-BY,gold,RED,source disagreement: CC license found (CC-BY) but weaker source non-open (crossref=proprietary); conservative RED
10.1155_2008_359267,10.1155/2008_359267,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2014_270537,10.1155/2014_270537,Hindawi,proprietary,CC-BY,gold,RED,source disagreement: CC license found (CC-BY) but weaker source non-open (crossref=proprietary); conservative RED
10.1155_2014_901436,10.1155/2014_901436,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2022_2933085,10.1155/2022_2933085,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2015_463565,10.1155/2015_463565,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2021_8317862,10.1155/2021_8317862,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2012_860415,10.1155/2012_860415,Hindawi,proprietary,CC-BY,gold,RED,source disagreement: CC license found (CC-BY) but weaker source non-open (crossref=proprietary); conservative RED
10.1155_2017_9175342,10.1155/2017_9175342,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2022_3434646,10.1155/2022_3434646,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2023_8381828,10.1155/2023_8381828,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2021_5065957,10.1155/2021_5065957,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2017_4826785,10.1155/2017_4826785,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2016_1254368,10.1155/2016_1254368,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2013_894512,10.1155/2013_894512,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2013_543768,10.1155/2013_543768,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2021_8871204,10.1155/2021_8871204,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2017_2458590,10.1155/2017_2458590,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2015_821352,10.1155/2015_821352,Hindawi,proprietary,CC-BY,gold,RED,source disagreement: CC license found (CC-BY) but weaker source non-open (crossref=proprietary); conservative RED
10.1155_2021_3635382,10.1155/2021_3635382,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2022_4384795,10.1155/2022_4384795,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2014_645284,10.1155/2014_645284,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2021_6691571,10.1155/2021_6691571,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2014_853084,10.1155/2014_853084,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2022_5770836,10.1155/2022_5770836,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2013_268385,10.1155/2013_268385,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2017_5215413,10.1155/2017_5215413,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2014_810589,10.1155/2014_810589,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2021_1233166,10.1155/2021_1233166,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2022_3372296,10.1155/2022_3372296,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2020_2921417,10.1155/2020_2921417,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2018_5130143,10.1155/2018_5130143,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2020_6665508,10.1155/2020_6665508,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2019_9254315,10.1155/2019_9254315,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2015_235954,10.1155/2015_235954,Hindawi,proprietary,CC-BY,gold,RED,source disagreement: CC license found (CC-BY) but weaker source non-open (crossref=proprietary); conservative RED
10.1155_2018_8146765,10.1155/2018_8146765,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2013_367261,10.1155/2013_367261,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2018_4809525,10.1155/2018_4809525,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2011_269591,10.1155/2011_269591,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2022_3144255,10.1155/2022_3144255,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2022_8142802,10.1155/2022_8142802,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2018_3254081,10.1155/2018_3254081,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2021_2451836,10.1155/2021_2451836,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2021_3803089,10.1155/2021_3803089,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2014_360934,10.1155/2014_360934,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2018_3982646,10.1155/2018_3982646,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2013_828313,10.1155/2013_828313,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2018_6161978,10.1155/2018_6161978,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2021_9534495,10.1155/2021_9534495,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2015_754278,10.1155/2015_754278,Hindawi,proprietary,CC-BY,gold,RED,source disagreement: CC license found (CC-BY) but weaker source non-open (crossref=proprietary); conservative RED
10.1155_2014_585983,10.1155/2014_585983,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2015_874532,10.1155/2015_874532,Hindawi,proprietary,CC-BY,gold,RED,source disagreement: CC license found (CC-BY) but weaker source non-open (crossref=proprietary); conservative RED
10.1155_2010_861892,10.1155/2010_861892,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2013_982573,10.1155/2013_982573,Hindawi,proprietary,CC-BY,gold,RED,source disagreement: CC license found (CC-BY) but weaker source non-open (crossref=proprietary); conservative RED
10.1155_2015_212437,10.1155/2015_212437,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_ASP.2005.3069,10.1155/ASP.2005.3069,Hindawi,none,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2014_378981,10.1155/2014_378981,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2022_7543121,10.1155/2022_7543121,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2018_4160652,10.1155/2018_4160652,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2022_1667988,10.1155/2022_1667988,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2008_547428,10.1155/2008_547428,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2012_724846,10.1155/2012_724846,Hindawi,proprietary,CC-BY,gold,RED,source disagreement: CC license found (CC-BY) but weaker source non-open (crossref=proprietary); conservative RED
10.1155_2020_4147357,10.1155/2020_4147357,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2013_542737,10.1155/2013_542737,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2012_808541,10.1155/2012_808541,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2014_543524,10.1155/2014_543524,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2011_691769,10.1155/2011_691769,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2021_5544716,10.1155/2021_5544716,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2016_8984379,10.1155/2016_8984379,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2020_6279278,10.1155/2020_6279278,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2022_4161470,10.1155/2022_4161470,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2012_902707,10.1155/2012_902707,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2016_5194324,10.1155/2016_5194324,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2017_9057250,10.1155/2017_9057250,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2021_6359403,10.1155/2021_6359403,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2015_205707,10.1155/2015_205707,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2012_891321,10.1155/2012_891321,Hindawi,proprietary,CC-BY,gold,RED,source disagreement: CC license found (CC-BY) but weaker source non-open (crossref=proprietary); conservative RED
10.1155_2020_9643168,10.1155/2020_9643168,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2013_538937,10.1155/2013_538937,Hindawi,proprietary,CC-BY,gold,RED,source disagreement: CC license found (CC-BY) but weaker source non-open (crossref=proprietary); conservative RED
10.1155_2018_3803969,10.1155/2018_3803969,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2013_392056,10.1155/2013_392056,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2020_8872639,10.1155/2020_8872639,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2015_491746,10.1155/2015_491746,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2022_5899975,10.1155/2022_5899975,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2018_6563537,10.1155/2018_6563537,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2014_418178,10.1155/2014_418178,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2023_8091900,10.1155/2023_8091900,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2013_270927,10.1155/2013_270927,Hindawi,proprietary,CC-BY,gold,RED,source disagreement: CC license found (CC-BY) but weaker source non-open (crossref=proprietary); conservative RED
10.1155_2019_2431731,10.1155/2019_2431731,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2022_4330518,10.1155/2022_4330518,Hindawi,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2013_107975,10.1155/2013_107975,Hindawi,proprietary,CC-BY,gold,RED,source disagreement: CC license found (CC-BY) but weaker source non-open (crossref=proprietary); conservative RED
10.1155_2007_24163,10.1155/2007_24163,Hindawi,none,CC-BY,green,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2014_509898,10.1155/2014_509898,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1155_2014_713946,10.1155/2014_713946,Hindawi,proprietary,CC-BY,gold,RED,source disagreement: CC license found (CC-BY) but weaker source non-open (crossref=proprietary); conservative RED
10.1155_2021_5532477,10.1155/2021_5532477,Hindawi,CC-BY,CC-BY,hybrid,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_frwa.2022.805196,10.3389/frwa.2022.805196,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fendo.2020.628079,10.3389/fendo.2020.628079,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fenrg.2021.800521,10.3389/fenrg.2021.800521,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_frobt.2020.00059,10.3389/frobt.2020.00059,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fimmu.2024.1495561,10.3389/fimmu.2024.1495561,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fgene.2022.896780,10.3389/fgene.2022.896780,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fphys.2021.748981,10.3389/fphys.2021.748981,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fcvm.2022.853614,10.3389/fcvm.2022.853614,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fmicb.2015.01253,10.3389/fmicb.2015.01253,Frontiers,none,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fphar.2022.836496,10.3389/fphar.2022.836496,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fonc.2020.00306,10.3389/fonc.2020.00306,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fchem.2024.1462309,10.3389/fchem.2024.1462309,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fchem.2018.00256,10.3389/fchem.2018.00256,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_feart.2023.1225287,10.3389/feart.2023.1225287,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fphys.2023.1172150,10.3389/fphys.2023.1172150,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fphys.2018.01797,10.3389/fphys.2018.01797,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fnmol.2017.00048,10.3389/fnmol.2017.00048,Frontiers,none,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fphar.2020.01208,10.3389/fphar.2020.01208,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fphy.2018.00141,10.3389/fphy.2018.00141,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fnins.2011.00103,10.3389/fnins.2011.00103,Frontiers,none,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fenrg.2021.762480,10.3389/fenrg.2021.762480,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fphar.2022.946134,10.3389/fphar.2022.946134,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fendo.2017.00115,10.3389/fendo.2017.00115,Frontiers,none,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fmed.2025.1492709,10.3389/fmed.2025.1492709,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fphys.2014.00113,10.3389/fphys.2014.00113,Frontiers,none,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fmats.2016.00018,10.3389/fmats.2016.00018,Frontiers,none,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fmicb.2024.1374974,10.3389/fmicb.2024.1374974,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fphar.2019.01132,10.3389/fphar.2019.01132,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fenrg.2022.780795,10.3389/fenrg.2022.780795,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fgene.2022.895629,10.3389/fgene.2022.895629,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fchem.2020.583926,10.3389/fchem.2020.583926,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fphar.2025.1530715,10.3389/fphar.2025.1530715,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fchem.2019.00780,10.3389/fchem.2019.00780,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fnmol.2014.00075,10.3389/fnmol.2014.00075,Frontiers,none,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fphar.2024.1438161,10.3389/fphar.2024.1438161,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fdgth.2022.909519,10.3389/fdgth.2022.909519,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fmed.2019.00256,10.3389/fmed.2019.00256,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fchem.2019.00355,10.3389/fchem.2019.00355,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fenvs.2022.1009045,10.3389/fenvs.2022.1009045,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fphar.2024.1447152,10.3389/fphar.2024.1447152,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fimmu.2023.1186063,10.3389/fimmu.2023.1186063,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fmicb.2019.02811,10.3389/fmicb.2019.02811,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fchem.2018.00175,10.3389/fchem.2018.00175,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fchem.2020.00735,10.3389/fchem.2020.00735,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fenrg.2023.1205165,10.3389/fenrg.2023.1205165,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fmicb.2024.1304234,10.3389/fmicb.2024.1304234,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fchem.2019.00539,10.3389/fchem.2019.00539,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fenrg.2021.702139,10.3389/fenrg.2021.702139,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fimmu.2016.00569,10.3389/fimmu.2016.00569,Frontiers,none,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fchem.2019.00699,10.3389/fchem.2019.00699,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fchem.2021.756993,10.3389/fchem.2021.756993,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fncel.2022.832536,10.3389/fncel.2022.832536,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fneng.2011.00022,10.3389/fneng.2011.00022,Frontiers,none,CC-BY-NC,hybrid,YELLOW,CC-BY-NC (non-commercial; attribution required)
10.3389_fncel.2015.00119,10.3389/fncel.2015.00119,Frontiers,none,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fphar.2021.720018,10.3389/fphar.2021.720018,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fenvs.2021.783676,10.3389/fenvs.2021.783676,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fphy.2022.896596,10.3389/fphy.2022.896596,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fphar.2021.680618,10.3389/fphar.2021.680618,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fnut.2019.00020,10.3389/fnut.2019.00020,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fmed.2024.1468561,10.3389/fmed.2024.1468561,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fmars.2017.00429,10.3389/fmars.2017.00429,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fimmu.2024.1505719,10.3389/fimmu.2024.1505719,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fbioe.2022.962719,10.3389/fbioe.2022.962719,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fendo.2023.1114463,10.3389/fendo.2023.1114463,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fncel.2020.00117,10.3389/fncel.2020.00117,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fmicb.2016.01831,10.3389/fmicb.2016.01831,Frontiers,none,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fnano.2024.1456915,10.3389/fnano.2024.1456915,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fphar.2014.00225,10.3389/fphar.2014.00225,Frontiers,none,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fcell.2020.00412,10.3389/fcell.2020.00412,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fenrg.2023.1177623,10.3389/fenrg.2023.1177623,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fonc.2023.1174848,10.3389/fonc.2023.1174848,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fbioe.2020.00009,10.3389/fbioe.2020.00009,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fcimb.2021.633440,10.3389/fcimb.2021.633440,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fchem.2019.00226,10.3389/fchem.2019.00226,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fphys.2023.1326099,10.3389/fphys.2023.1326099,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fendo.2021.698511,10.3389/fendo.2021.698511,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fchem.2024.1400758,10.3389/fchem.2024.1400758,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fphar.2023.1135898,10.3389/fphar.2023.1135898,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fchem.2018.00295,10.3389/fchem.2018.00295,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fonc.2021.793810,10.3389/fonc.2021.793810,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fimmu.2019.02444,10.3389/fimmu.2019.02444,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fpls.2023.1238838,10.3389/fpls.2023.1238838,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.3389_fbioe.2024.1364553,10.3389/fbioe.2024.1364553,Frontiers,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
